Node,Erdos_Number
1489623725351878671,0
1497124621572734977,1
1504072538313342978,1
1486461474692292609,1
1511407086999121926,1
1498979201436819458,1
1491781549603397635,1
1511141606610583553,1
1487504591486951432,1
1491234182588211202,1
1486247571995738115,1
1514025590646583302,1
1494635077401149442,1
1491585181081382914,1
1494427704296415237,1
1485330253199417346,1
1506650740474920972,1
1479387355018522627,1
1490774872494071810,1
1507890169977970694,1
1514257202709676034,1
1482432412474912768,1
1488946590236741633,1
1501213655958003715,1
1486077694601269254,1
1497146872909242369,1
1513658399627563017,1
1486649868634533888,1
1510986820196130818,1
1503109935793590272,1
1502336090715348996,1
1501661631188815881,1
1503377986694828032,1
1496900546741129220,1
1507844875764514824,1
1514564527123312643,1
1506420489987756040,1
1508885462944989194,1
1486647434520502275,1
1478071426573869061,1
1512258962036604928,1
1477968016432414723,1
1488135032355049472,1
1515414779103432708,1
1495511119322095623,1
1510849652668653571,1
1504897949096202243,1
1508440054850592777,1
1495741366038667265,1
1510692379585560585,1
1483447064193384461,1
1513668281739235333,1
1503898892982796296,1
1512004783749615621,1
1499079500851781633,1
1483773742568419331,1
1481396864729718788,1
1499125060380114956,1
1488549236589355013,1
1497326830608605186,1
1495982951443619840,1
1505368538323865604,1
1483110651270733832,1
1503481112475181057,1
1487953812908302337,1
1491366314618900484,1
1503830952384118788,1
1515108060037107718,1
1487791548276387841,1
1509211625961795584,1
1509213924457123845,1
1481219494483738625,1
1501234094012829702,1
1492304981373956098,1
1515008322885328918,1
1494305674494365703,1
1499761614723166209,1
1497657726243151877,1
1503581779130728453,1
1507118969181769728,1
1498036493893394434,1
1496960690556444672,1
1479143260069240835,1
1483605173369024518,1
1494548506203377668,1
1480738749789179904,1
1514883484170563585,1
1489602673318023170,1
1493038293566562306,1
1495191490582257669,1
1502678328117014534,1
1489969592453799940,1
1510286738429730825,1
1483435275858628609,1
1485666277117079556,1
1493334258227765248,1
1513648102624104453,1
1511984678315646976,1
1513815464304070665,1
1502134735174258689,1
1497013502472560642,1
1504174463008526346,1
1511136564952375314,1
1482828778200084486,1
1508307950099738636,1
1495529978405998603,1
1495933907316969473,1
1489811068377518080,1
1511652485974351876,1
1511765715333828615,1
1478136611141558276,1
1500823866276462594,1
1499278444026286085,1
1508866637763690501,1
1478705384697249792,1
1507081073074790400,1
1490007364719755272,1
1504148031465304070,1
1494604881767899144,1
1513607219190935555,1
1488754101320130560,1
1493972169977741317,1
1508589775481098242,1
1485025915390377989,1
1503700074051874821,1
1496258526502658057,1
1500174680111656963,1
1502003919945408524,1
1509281837075603461,1
1481778142452846597,1
1501194294924914696,1
1500145564490547208,1
1500810011739660293,1
1514612700436852736,1
1495956566100615175,1
1479222762745040897,1
1503405611853258755,1
1482361549683630084,1
1512822728553902093,1
1499572881918939140,1
1482148043554275331,1
1512792512188063754,1
1511006968533635087,1
1498018881008451591,1
1478200769887277056,1
1496242606996656143,1
1500790881695289347,1
1489697927949963269,1
1487432872298520577,1
1506892043595001856,1
1478448708677255169,1
1513195116109963273,1
1503835945505890304,1
1477371086937415685,1
1509908463626850311,1
1512045030965399560,1
1514091062821851142,1
1490450245817352195,1
1498011322008616963,1
1507800837967564807,1
1483977602066964485,1
1502132248967012384,1
1506239305685118979,1
1492840996870279170,1
1497333107938242571,1
1505310668236410887,1
1496843650365411336,1
1498634175401889793,1
1491376353026920449,1
1491957694181302286,1
1496208198616891395,1
1486089035223384075,1
1498911766658568193,1
1501168372326748163,1
1501935763616722947,1
1502831840503156737,1
1503861254808645635,1
1481682234167992324,1
1509681995525328901,1
1502942558988689409,1
1510119865482457090,1
1506251866094673920,1
1478093871695515650,1
1499116101246070786,1
1499010151466033155,1
1500912954606243840,1
1503249597568851971,1
1499773689042243594,1
1514247049214107659,1
1506426431139725314,1
1508859047210065923,1
1507443485175128064,1
1485059479918067715,1
1502726136790405125,1
1495768696639397892,1
1500614745887584258,1
1503885025464496131,1
1513826271083520007,1
1506073240409722883,1
1485907806305890307,1
1479509408770138117,1
1498802784589815823,1
1507807490464960518,1
1485824803093295104,1
1489041387349700609,1
1480573910605250566,1
1506635654146531336,1
1486156990208487424,1
1487595182195449866,1
1484737611860258819,1
1495522729038069763,1
1491983383496478732,1
1512047552815841285,1
1506911250374086659,1
1515103956132900864,1
1514785686464860166,1
1499871071578869764,1
1501903223329800193,1
1497062127953195012,1
1500174453115953157,1
1503313769337868288,1
1509377472109944836,1
1498025179888467976,1
1495548895245570057,1
1506299713582256145,1
1484886075306823681,1
1503082232273121281,1
1510927433112989697,1
1493306604556636167,1
1512770305214881792,1
1496794578904809473,1
1499464654321500164,1
1504474193005490195,1
1496164145053511690,1
1487084766109343750,1
1484579098856935430,1
1509687016732123140,1
1506254431578374147,1
1491912887698403334,1
1511735778921136138,1
1481174151176110080,1
1506830694424760325,1
1506337460053291008,1
1484213577959489540,1
1493249952902000649,1
1498795318468558848,1
1503694761110261761,1
1484303707093323778,1
1482768377877782535,1
1508869118262398987,1
1503804489689710594,1
1489872929156472835,1
1481312549727612930,1
1478163568755421184,1
1498290653574443011,1
1488891240242417664,1
1485664949779185671,1
1478339189137620996,1
1504668964198174728,1
1503566680244555782,1
1507725240675315716,1
1506838221493256196,1
1498152755378196487,1
1505717483780640770,1
1505300610383556611,1
1509013817119944709,1
1503730255382683650,1
1491872122326728708,1
1485625834988015618,1
1508166993844785158,1
1507474921601081347,1
1491237979465170947,1
1498322352597311488,1
1491320987085950976,1
1488667264933150723,1
1507755722192392203,1
1499042108103135233,1
1508474010232926215,1
1481305429435158530,1
1481955521477365764,1
1507081434338668547,1
1508961134589657097,1
1501899445188939778,1
1481249652947177473,1
1494374890526461955,1
1497208523981271040,1
1509977173964333056,1
1497345607891140613,1
1491565432658186253,1
1479880601595518984,1
1509279313421500416,1
1506344998861778947,1
1503853662099189760,1
1492810806001639426,1
1515160578234458118,1
1492340214546812930,1
1506987978907951114,1
1499874849451298831,1
1506726248407572482,1
1497295374469505036,1
1505910872463527940,1
1490860439198126082,1
1485261065348915203,1
1511263137542066178,1
1500850044035031044,1
1514030677888573440,1
1481547518655840256,1
1491186339420717060,1
1491398987739545601,1
1496032063090212864,1
1505293051404734467,1
1497255146560053248,1
1505730920053104641,1
1501870831084912640,1
1498953884542418953,1
1491221755628818436,1
1496922184891129860,1
1489456234541502465,1
1497247551384432649,1
1484375255971893259,1
1498629158682902529,1
1504921858042482695,1
1493419840329109508,1
1490067783169843202,1
1492513859067863041,1
1480487098172026882,1
1515358120570204164,1
1482087675981144068,1
1507343068466491400,1
1510677279579549699,1
1501256524081082370,1
1485724113243099142,1
1513981563238760455,1
1483710838326317059,1
1494159689722048514,1
1478754439087460359,1
1503130060726972423,1
1484390329193218051,1
1513558791404638221,1
1493693791886266369,1
1507522729490141188,1
1479188551053062151,1
1509951320727461893,1
1501275351128805378,1
1504221081024053251,1
1503111052246097921,1
1496646061871542272,1
1490801298165440524,1
1487404161163575296,1
1508515521465094146,1
1514780563730698253,1
1507050252326608897,1
1482779701437509632,1
1500851285179969541,1
1505001186562297856,1
1508012213403107334,1
1482422354756222982,1
1496458592228200448,1
1492101130788212741,1
1503006720540524544,1
1496638515463004165,1
1499077100128636932,1
1499218017401679873,1
1503121247160446979,1
1505097763695984643,1
1500662234145566720,1
1492991993328418820,1
1501552143454638090,1
1498722258214342662,1
1505449068297953283,1
1497260683012018185,1
1508862005230325765,1
1505601549254512643,1
1479437680937218053,1
1498387598276018176,1
1483965524576980996,1
1502701272448876559,1
1504407769637654534,1
1498792723209494532,1
1509625362833186823,1
1506307238222303233,1
1501705674589409282,1
1499810688314785798,1
1494481333070016515,1
1486202269364367362,1
1485663704205213696,1
1502172478868635653,1
1478512848011681797,1
1490876892903268352,1
1495880790651060224,1
1496842374546440204,1
1500218369265516545,1
1501772349829435393,1
1508670308244684801,1
1485750752907776002,1
1484129845890142214,1
1501196116850880520,1
1497645142643195904,1
1487682018251091970,1
1492159035340210179,1
1509928598010044424,1
1500803492893634562,1
1492030668456534049,1
1498465668236259328,1
1482068782814306310,1
1501875804451622914,1
1491902346649088001,1
1484575318178504706,1
1495971655864225795,1
1514408108633870336,1
1499444619406422022,1
1493594719380725763,1
1496469975372083201,1
1511156687171989507,1
1492128841837465600,1
1479442733097963520,1
1487911005896286211,1
1478111428829663232,1
1496560535709573121,1
1493125117764943872,1
1492872458147450880,1
1509478361701273602,1
1501267524662538240,1
1507315143646060547,1
1504344038643744770,1
1502402763912880129,1
1495387786857353218,1
1499625755562627078,1
1512407457653526540,1
1514372877537230853,1
1483405077553557505,1
1515038519437234181,1
1504185759380787201,1
1484491857501560832,1
1514964521756073984,1
1498041519319789578,1
1504872807007719435,1
1505776241495973888,1
1481566751120932864,1
1509081769672421377,1
1480557568586137601,1
1495514867356389386,1
1488160158631051267,1
1503321048309248009,1
1490724571359723525,1
1493207164210630659,1
1500868458367627264,1
1513834342388314117,1
1498390073720680454,1
1513244185192710151,1
1496349166288744450,1
1494365075196551174,1
1504767327023284224,1
1496907815465766920,1
1482452791809523720,1
1486138100720058368,1
1507374691908005888,1
1489622030303604739,1
1507773824170958856,1
1491565447967293440,1
1515110240827674634,1
1513183795117236227,1
1489448715198816256,1
1485938024361906176,1
1501987512214073349,1
1515178234157191180,1
1492596896334061568,1
1491396504627646468,1
1515384543259283467,1
1481581809477554176,1
1508262613519679491,1
1496526541236449288,1
1495588243873669120,1
1515148002519920649,1
1488153879506305026,1
1509322090817761283,1
1509451449662644226,1
1508575969937874948,1
1511931813664641027,1
1509175635641606146,1
1501456336042827777,1
1486414386390609920,1
1499927716031832067,1
1506269536051515399,1
1494316016884670464,1
1499723849578987522,1
1493968927600304130,1
1501739659717664770,1
1496463022549778443,1
1478539259820888069,1
1495518032818495489,1
1487473132961210381,1
1507360173001789440,1
1507547888649478147,1
1508534316153856009,1
1515016774663774212,1
1496651173562142725,1
1497578454920974337,1
1513928720330989570,1
1484654592071716871,1
1506435688400629763,1
1489603413197393929,1
1503981145989566464,1
1512806318788300809,1
1481385603367604224,1
1478400880441540617,1
1506914383426957313,1
1504684051915026433,1
1488674808002924547,1
1498821685318979586,1
1502668271702745091,1
1501915799707074568,1
1498550564933804036,1
1497316532283756545,1
1498481934355288071,1
1488185335263678465,1
1486616975417741317,1
1492566710506905608,1
1510367731178168322,1
1514242109288689666,1
1498411455800037383,1
1486492912556859402,1
1490792542027268101,1
1488474759369269250,1
1488127453772103682,1
1514343940622888963,1
1499952875438583809,1
1478101385279377413,1
1489984706611396615,1
1480860812914966533,1
1512090376013848579,1
1507296245773221888,1
1506342657970298881,1
1501969904420937730,1
1493429881270673417,1
1497926738990542849,1
1483756169730613249,1
1514536455632306177,1
1499372804566773763,1
1495439374644830210,1
1505597608424783874,1
1491003906180227076,1
1496854966371237891,1
1501362198949543941,1
1498713447827226628,1
1511146628987633665,1
1502046665334833153,1
1515012340017733635,1
1514351500369268739,1
1486277799572824066,1
1504451833028300805,1
1481375462190370818,1
1487289418276818945,1
1498083036071710729,1
1505534927084924934,1
1503752918662582277,1
1504970996369043461,1
1492379447772819457,1
1510681047121510400,1
1491292921966043139,1
1504944504981368832,1
1514684925638856707,1
1508760915277230084,1
1484992717948084234,1
1489592101809672195,1
1487112041231962112,1
1477518788190998531,1
1478165533430370305,1
1500159219626086406,1
1511385249846116353,1
1513693407905996803,1
1510150058292957185,1
1481291216658575360,1
1496726622858510341,1
1492347796464279553,1
1496143318832529423,1
1497670342554406928,1
1501883107946991616,1
1505824573316640768,1
1506533767166451712,1
1496853691864866817,1
1496477493133463555,1
1507026984936869897,1
1508745839442894848,1
1486764729301360641,1
1499381595966513156,1
1508073872876310536,1
1487830478405222402,1
1490777063124619272,1
1485941792100999174,1
1495866052739280908,1
1483122010389680130,1
1485998463397552130,1
1508148099474198537,1
1499033069327720450,1
1504804904044531714,1
1499134760962121729,1
1515227512854532097,1
1503789400446193673,1
1498052830292287493,1
1506326100305190917,1
1496308840517750787,1
1491068076095385602,1
1510916605559119872,1
1478118999405834246,1
1488682350498172930,1
1506750152593268744,1
1512243860470128641,1
1513342340173385734,1
1499391931092250625,1
1509210175084929028,1
1514988678376046600,1
1497647680968966157,1
1501958606849257474,1
1480811746055045121,1
1480570181902643203,1
1501286710231113736,1
1500290112613228545,1
1495518016368517127,1
1493588419875856384,1
1479176027339374606,1
1486323115164680195,1
1511418449754472453,1
1491970283850420260,1
1507150298862784515,1
1511199475670425604,1
1493689113324756992,1
1509226472057319425,1
1515163117126365190,1
1493601085583470617,1
1505338359073361921,1
1501252706266226689,1
1505225107018588160,1
1507458404595683328,1
1481004265376260099,1
1503751646924488704,1
1482009477272514560,1
1478433605915496476,1
1498883318028374016,1
1503963046443638785,1
1504826718229610499,1
1486232513643225088,1
1477488588828942337,1
1495816607863562247,1
1514291102265790472,1
1499693665400332291,1
1491052993558548480,1
1498319615302246407,1
1510269580786216960,1
1498799022429155331,1
1508061310726115329,1
1504291459075395584,1
1505189505946501123,1
1500262400548913154,1
1483004941677518848,1
1501879307215548419,1
1507364259222724616,1
1514393062130302983,1
1508390978738180100,1
1493356904697020416,1
1479430164194992129,1
1504814949629108238,1
1506626324210802693,1
1489441128072065026,1
1491400265982959622,1
1500894072264876033,1
1494869384040493057,1
1490384839308099588,1
1498980226835136516,1
1511127751599833091,1
1498145984752271362,1
1506334391869579265,1
1488954146472534019,1
1504940755902771201,1
1498839768028880900,1
1499728890239111174,1
1511166751094054915,1
1502385144891596803,1
1508534456633724932,1
1503578015132966914,1
1510965509981970435,1
1496900254318350339,1
1488510214664069120,1
1514078444002451461,1
1501147236742438914,1
1512374830175301633,1
1484567749867225089,1
1501354600649142279,1
1504840063397646336,1
1503833433545531396,1
1484360157148573696,1
1504106488356294678,1
1509519648831770634,1
1513213989215522826,1
1503415721895858180,1
1502041662519971849,1
1512477580359778307,1
1490036287641903110,1
1489546782472298496,1
1495452572840194049,1
1479163884846161926,1
1509002543669596167,1
1498065443050905604,1
1489346688498253831,1
1488659687717449736,1
1497640127291662341,1
1496549187370074118,1
1500549299939250185,1
1478458728907214860,1
1494894535100436480,1
1497375903013294085,1
1514981906621812743,1
1484038003538509825,1
1496463019559297024,1
1513607223255216138,1
1482354391592181765,1
1510799350972174345,1
1492504379122978818,1
1497066350715490317,1
1506265738969075714,1
1505625529801756675,1
1483242805342392328,1
1482813666076639234,1
1500813863301885953,1
1494423951233232899,1
1492249629941014540,1
1506678303587028993,1
1496144025547587593,1
1490333217664212993,1
1496792946171322372,1
1513303331279679494,1
1479098107887554564,1
1495714967613579270,1
1496658684356792326,1
1478873969012924417,1
1490343311412019201,1
1484231790927790085,1
1497317994048987142,1
1504391456341073926,1
1481415729362657286,1
1480253051667681280,1
1507036524550004748,1
1504507881202364418,1
1510050662498902017,1
1506005256097841154,1
1497614954198933512,1
1479579883638505478,1
1498291664716288008,1
1505544017907523590,1
1506317313158660106,1
1490435150538235912,1
1496801958832791553,1
1489042422948499456,1
1501339794068099074,1
1483612701096042499,1
1513607240263127040,1
1497593577744052232,1
1501631441259704328,1
1497582259985125379,1
1508954658219466757,1
1515238637348265985,1
1506748903118540814,1
1505565700156502034,1
1512173391083618319,1
1501606268535980042,1
1503510080901292038,1
1512568241121636357,1
1483501951841148935,1
1485598285666697216,1
1489954982988296198,1
1481351556662546435,1
1499942842793406472,1
1513570118470615043,1
1496911580331757571,1
1497527000952717314,1
1503360300996825088,1
1512264025140252705,1
1504053881550086154,1
1493872810720116738,1
1501070210375294979,1
1498768832411881475,1
1500843736162570243,1
1486500728776581123,1
1486373383352852486,1
1507253468599308318,1
1480796634476855301,1
1478486480913903623,1
1496810173368877057,1
1479065481118105607,1
1506669652776259585,1
1488150111595245573,1
1503851317067976707,1
1507073553983844360,1
1481624608113627138,1
1485364232027783169,1
1509564957741957121,1
1488270896921989122,1
1507043337051820043,1
1511425963762061315,1
1511067345304887306,1
1507568037381160963,1
1486730807855116290,1
1496781175633117193,1
1502348668954939396,1
1480174039117271041,1
1491835643567214598,1
1498500793493868547,1
1489420951871963136,1
1489622486337699848,1
1486417427781103632,1
1488635033283878919,1
1506366392588771328,1
1508779785404788739,1
1492917631300554763,1
1506186678645444610,1
1489691823744462854,1
1493106680564838400,1
1507532964795670531,1
1491322883968225283,1
1510913325487595522,1
1491752572633427975,1
1488834603989229571,1
1498169988821172230,1
1489111132883148800,1
1483356005186605058,1
1503800824308375555,1
1495817022533521411,1
1506677215475515399,1
1502757823721136147,1
1503337667265761286,1
1509400108043014144,1
1490518193982656514,1
1497982381428547585,1
1495040493964644354,1
1503638405145673733,1
1506417978807627784,1
1511151646587461638,1
1499697443092504580,1
1501592437915062275,1
1489478864933986304,1
1491300857090093058,1
1478574103208640515,1
1480581722706268164,1
1498906452471201793,1
1491115886488473600,1
1514577993443721221,1
1513370030129430530,1
1503309971265626112,1
1497941931879452673,1
1498637940980948994,1
1511456157776367617,1
1491056491356377088,1
1513285711985889285,1
1496668726065778694,1
1490674221642661890,1
1504903034782031875,1
1509865715708448790,1
1496928213037207561,1
1481609489799430150,1
1513259290450092034,1
1494280489364033541,1
1498777624121942027,1
1499142567329472515,1
1502722364789899272,1
1508216050650865666,1
1478207100417363971,1
1504812381939113985,1
1512535782896115714,1
1494824115106205696,1
1484027940056846338,1
1511845724719362049,1
1504588429597855750,1
1498598946989608960,1
1503710122878644228,1
1499701233187233793,1
1486708136006365184,1
1480619228390731781,1
1507829769009836036,1
1508114946424459268,1
1486526919877312512,1
1479946021757198336,1
1513811704337022980,1
1509576441436020748,1
1501709484619620353,1
1504759530667888676,1
1479105574247669764,1
1498361128723877889,1
1490837826602254341,1
1482346853840609282,1
1477696213734539280,1
1483403381653782528,1
1511904108269166592,1
1503095321550807044,1
1482653913711063041,1
1502396468254101508,1
1508251319269793795,1
1513498373688602629,1
1489857340908220419,1
1514328843695407109,1
1508491628725555207,1
1486409966932144134,1
1498334762406195201,1
1513294989140316161,1
1488942812028710926,1
1500509035082227718,1
1489850298529157128,1
1498495393461678082,1
1492790675099815936,1
1483174815401922561,1
1504400913548599302,1
1515134143440506881,1
1485722089923489801,1
1508984868948041729,1
1507177965246947328,1
1508476529214435334,1
1499614389661491202,1
1488414349249155074,1
1487156215750737927,1
1510287415839268869,1
1505685630164127748,1
1502177593067376642,1
1496824792007458819,1
1487050346929217539,1
1498841806343188482,1
1513314648061353986,1
1500743103195623430,1
1496258009751773195,1
1497620021408935936,1
1501886868782202880,1
1499007123568701443,1
1512007295588352002,1
1492572150183649284,1
1486073939294146564,1
1502283252010299392,1
1511891536321122304,1
1480622001484087304,1
1511010767616847883,1
1482173198921785344,1
1506349266578690050,1
1481336437807194125,1
1492914022055825411,1
1497232424077561860,1
1486859072578142212,1
1496137763133005835,1
1502474470686179332,1
1485688892976156681,1
1507220760200458268,1
1480242995999952901,1
1482719676467662852,1
1502539929418715137,1
1514325123209302016,1
1497625041416110080,1
1494681125750513666,1
1491241957024227331,1
1478378211138490385,1
1506012809196302336,1
1486125385590849540,1
1495847086595653637,1
1487040308785426433,1
1492010532454477856,1
1488881160637845505,1
1496691717201874945,1
1504213439622922246,1
1479962392935251972,1
1510669727521288196,1
1479878080822923267,1
1484899926156926979,1
1492559189847252999,1
1507099964090036241,1
1512128101358227459,1
1486823842412695559,1
1497047210453872658,1
1498766545480261634,1
1490691846691033092,1
1512064169222287361,1
1506362603165073416,1
1481491230722826240,1
1483257874834989061,1
1508753605465190400,1
1489256147320074247,1
1501453984216846338,1
1509387540087943173,1
1494084245261889543,1
1494666788348514329,1
1485526558509051908,1
1513743780117159936,1
1512480425691971584,1
1507809647947833347,1
1508623163533447173,1
1477707533959761925,1
1506088293770964997,1
1511361820094869509,1
1496143524001107979,1
1498875775377887233,1
1509337192329580550,1
1503167870762631169,1
1488168986021924872,1
1485354958744653828,1
1503187739151372290,1
1488852256296480770,1
1501588698437201933,1
1491011710483898369,1
1511194436797181954,1
1487445461120303106,1
1506385272992415744,1
1499498622848843781,1
1498708426922340357,1
1498002523994607628,1
1511690967388151816,1
1489008905837592577,1
1504905497949970446,1
1498725675796254721,1
1493660153534722054,1
1491824309131689988,1
1511516585621692418,1
1491030310011772934,1
1498279060031643648,1
1488598054752108547,1
1490087851266035721,1
1513532609422237702,1
1514635873861709831,1
1492393546145484801,1
1494325862405005323,1
1501894128111656965,1
1494114425464311812,1
1515335478983241728,1
1515350559422885891,1
1481223206199513093,1
1504450030261964811,1
1483908318619967492,1
1489051026187558914,1
1504832523284721668,1
1514825866714488833,1
1508479042994978826,1
1497167712832925707,1
1507751749507067914,1
1506954492545282053,1
1510067009551278085,1
1510609348086706185,1
1481433332789436417,1
1502102020253265922,1
1502097004750589953,1
1477975551411470338,1
1478108935907328005,1
1490752240658915330,1
1487961356624084993,1
1501560974460993540,1
1497341651186028544,1
1509694552986300421,1
1494111877282029572,1
1512842905907568652,1
1491838216420433921,1
1504210923254427655,1
1500652467264102403,1
1483465552618303493,1
1512052612287410184,1
1488021494215200768,1
1477393761416417280,1
1501757257935163394,1
1506439348866195460,1
1494782555685634051,1
1506263959271313408,1
1488849998167040000,1
1501414992201011205,1
1498420275481911301,1
1511063611338330114,1
1510322434485927947,1
1481989553070223365,1
1506058091305091074,1
1505907143270146048,1
1498810400338587652,1
1511633833971572738,1
1507729256348012544,1
1499937760383324163,1
1496379360219119616,1
1497270227528298497,1
1513289484699410439,1
1499308641857556480,1
1487941218961088513,1
1497043710974078992,1
1498104443442712578,1
1507039579647393797,1
1494884475909586948,1
1503819481465950208,1
1511483838916173827,1
1512499097172946959,1
1506382758708404230,1
1488059509356572673,1
1504236073446166529,1
1506595632382943232,1
1512274041461264391,1
1492608223781822470,1
1485467408982810624,1
1490348324163141634,1
1503702578063884293,1
1496318917236645894,1
1496169178776195077,1
1511799679444471809,1
1495176378139959305,1
1493175699611566080,1
1505713303850524675,1
1513587925031792647,1
1490326656338345987,1
1515140447877931011,1
1480906098957852679,1
1504913056836763648,1
1487425335603998720,1
1491426681994756104,1
1496218501438230528,1
1486927074992476163,1
1480902401850843137,1
1512626380185423874,1
1479264040618758151,1
1502284719630831622,1
1493535583196569606,1
1483333363528347648,1
1506732542325628928,1
1508189637835210760,1
1513975271073980419,1
1501596203921850374,1
1506429277767671809,1
1509885555412279299,1
1493487016222330880,1
1496570957821005827,1
1502089438150676491,1
1496998490534289415,1
1490679253796597763,1
1499019204930019329,1
1493155332503347203,1
1509946218998382602,1
1512923325470814209,1
1499397964862660622,1
1491198043693236226,1
1503110914538676225,1
1511935572008386560,1
1492487432046002185,1
1494767444753276931,1
1486693013749436417,1
1482106513867091971,1
1498536862637608962,1
1506341226626310155,1
1509123285333729283,1
1489745096656490496,1
1478784637652586500,1
1487036254625705987,1
1478212099792941061,1
1493229808049917952,1
1510288036831059972,1
1511921475426603011,1
1514045714292162560,1
1480638099415875586,1
1499377823454269454,1
1479163847672012802,1
1494510085514547200,1
1491883473744891907,1
1493691656901885955,1
1510602393959944195,1
1507111278615179278,1
1491947228273025024,1
1488577901872267269,1
1514706353113243654,1
1501180974977142785,1
1489705366904578056,1
1480193924639694855,1
1494710823905865731,1
1484883566089617410,1
1503834694722408460,1
1497078923875733547,1
1502363756147490830,1
1494091770707292161,1
1488286026368004099,1
1514372880272093194,1
1493938240776196098,1
1509799241937723398,1
1496820980194418695,1
1496472419833462784,1
1499811839395434496,1
1504268811016540164,1
1480258079350575114,1
1481710174016610304,1
1502388969862008838,1
1497661070533607429,1
1488213032647933958,1
1497271880012677129,1
1484287145808441346,1
1492172602797867015,1
1512472869938372608,1
1496268617377271814,1
1491429226213486604,1
1513161157862998019,1
1484732566464864256,1
1506220408403542020,1
